direccion,Patron
CALLE 50  99-74  BANYO CONJUNTO RESIDENCIAL. PROPIEDAD H. PARQUEADERO PRIVADO 17. PRIMER PISO,9
CALLE 50  99-74  BANYO CONJUNTO RESIDENCIAL. PROPIEDAD H. PARQUEADERO PRIVADO 18. PRIMER PISO,9
CARRERA 13 - 72A - 24  DIRECCION PLANEACION MUNICIPAL ,8
CARRERA 41A  -30C - 30,8
CARRERA 41A 30C - 30 APTO 201,8
CARRERA 41A 30C - 30 APTO 301,8
DIAGONAL 30  -30-47 BARRIO SAN FERNANDO   S/G.CERTIF.DE NOMENCLATURA DE 18-2-98 .,8
LOTE 6  MZ. B HOY 71-BIS-90 HOY 7-L-BIS-90.,8
CARRERA 65A  5-146,8
CALLE 10  -10-60/ 62 CASA DE HABITACION,8
LOTE 7  MZ 59 ZONA C,8
CALLE 33F  19-23 BARRIO EL RODEO.,8
CARRERA 23C  9-C-05,8
CARRERA 7B  72-B-69 BARRIO ALFONSO LOPEZ I ETAPA,8
CARRERA 1-A-C4  73-80,8
DIAGONAL 28-A  D-28-A-58,8
CARRERA 25  41-13 BARRIO EL RODEO,8
LOTE 217  MANZ. 6,8
CARRERA 1A8  70-95 LOTE 1357,8
AVENIDA 4 NORTE  -CON CALLE 14 NORTE.  3N 41-43-51-68,8
CARRERA 12A  13-A-50 CALLE 13A Y 14.,8
LOTE DE TERRENO - 09 MANZANA C  -PROGRAMA PASO DEL COMERCIO,8
CALLE 35C  29-46,8
CALLE 35C  29-46,8
TRANSVERSAL 2 A  -D 2 A - 41  APARTAMENTO 101 EDIFICIO VALENCIA,8
TRANSVERSAL 2 A  -D 2 A - 43  APARTAMENTO 201 EDIFICIO VALENCIA,8
TRANSVERSAL 2 A  -D 2 A - 45  APARTAMENTO 301 EDIFICIO VALENCIA,8
CARRERA 26M  44-12 BARRIO EL RODEO,8
SIN DIRECCION,8
AVENIDA 8  - 56 NORTE-194  EDIFICIO MIRADOR DE MENGA  P.H.  APARTAMENTO 1-201 PISO 1 TORRE 1.,10
AVENIDA 8  56 NORTE-194  EDIFICIO MIRADOR DE MENGA  P.H. APARTAMENTO 1-202 PISO 1 TORRE 1,10
CARRERA 3  11-32 OFICINAS 414-415 EDIFICIO EDMOND ZACCOUR  HOY EDIFICIO EDMOND ZACCOUR PROPIEDAD HORIZONTAL,8
LOTE DE TERRENO  - 10  MANZANA 70.  PROGRAMA EL VERGEL,8
CALLE 30A  16-56 B/LA FLORESTA,8
CARRERA 3 - 11-32 OFICINAS 625 Y 626,8
CALLE 4-A  35-54 MANZANA 6 B/ SAN FERNANDO LOTE Y CASA,8
CALLE 76  -1 A 12 - 32   BARRIO PETECUY,8
CALLE 76  -1 A 12 - 28   BARRIO PETECUY,8
CALLE 73  -3 A N -07  APARTAMENTO 101 EDIFICIO ARCOS,8
CALLE 73  -3 A N - 05  APARTAMENTO 201 EDIFICIO ARCOS,8
CARRERA 26G-4  -73-ABIS-62  APARTAMENTO 101 MULTIFAMILIAR JOSE MANUEL MARROQUIN II,8
CARRERA 26G-4  -73-ABIS-58  APARTAMENTO 102  MULTIFAMILIAR JOSE MANUEL MARROQUIN II,8
CARRERA 26G-4  -73-ABIS-56  APARTAMENTO 103 MULTIFAMILIAR JOSE MANUEL MARROQUIN II,8
CARRERA 26G-4  -73-ABIS-60  APARTAMENTO 201 MULTIFAMILIAR JOSE MANUEL MARROQUIN II,8
CARRERA 26 M  -112-117 APTO 101 PRIMER PISO DE LA VIVIENDA  BIFAMILIAR MANUELA BELTRAN,8
CARRERA 26M  -112-119 APTO 201 DE LA VIVIENDA BIFAMILIAR  MANUELA BELTRAN,8
CARRERA 50  -16-56 PROGRAMA URBANIZACION LA CAMELIA A,8
CARRERA 26I  - 71-02.  PROGRAMA LLERAS RESTREPO.,8
CARRERA 41C  -30D-95 APTO 101 EDIF.BIFAMILIAR ARISTIZABAL,8
CARRERA 41C  -30D-97 APTO 201 EDIF.BIFAMILIAR ARISTIZABAL,8
LOTE NUMERO 27 MANZANA 07  -PROGRAMA PETECUY I,8
APTO. 901 PISO 9 EDF. LOS PORTALES,8
CARRERA 43  -12C-11 CASA,8
LOTE PARTE DE LA PARCELA 11  MZ.F  EN EL LIMONAR O LA MARTINA,8
CARRERA 103  - 6-85  EDIFICIO MULTIFAMILIAR ANKARA  PROPIEDAD H.  APARTAMENTO 108 PISO 4 TORRE 2 ETAPA 2.,3
CARRERA 103  6-85  EDIFICIO MULTIFAMILIAR ANKARA  PROPIEDAD H. APARTAMENTO 208 PISO 5 TORRE 2  ETAPA 2.,3
CARRERA 103  6-85  EDIFICIO MULTIFAMILIAR ANKARA  PROPIEDAD H. APARTAMENTO 308 PISO 6 TORRE 2  ETAPA 2.,3
CARRERA 103  6-85  EDIFICIO MULTIFAMILIAR ANKARA  PROPIEDAD H. APARTAMENTO 408 PISO 7 TORRE 2  ETAPA 2.,3
CARRERA 103  6-85  EDIFICIO MULTIFAMILIAR ANKARA  PROPIEDAD H. APARTAMENTO 508 PISO 8 TORRE 2  ETAPA 2.,3
CARRERA 103  6-85  EDIFICIO MULTIFAMILIAR ANKARA  PROPIEDAD H. APARTAMENTO 608 PISO 9 TORRE 2  ETAPA 2.,3
CARRERA 103  6-85  EDIFICIO MULTIFAMILIAR ANKARA  PROPIEDAD H. APARTAMENTO 708 PISO 10 TORRE 2  ETAPA 2.,3
CARRERA 17F 5 - 27C BIS - 14  DIRECCION PLANEACION MUNICIPAL ,8
CARRERA 103  6-85  EDIFICIO MULTIFAMILIAR ANKARA  PROPIEDAD H. APARTAMENTO 808 PISO 11 TORRE 2  ETAPA 2.,3
CARRERA 103  6-85  EDIFICIO MULTIFAMILIAR ANKARA  PROPIEDAD H. APARTAMENTO 908 PISO 12 TORRE 2  ETAPA 2.,3
CARRERA 103  6-85  EDIFICIO MULTIFAMILIAR ANKARA  PROPIEDAD H. APARTAMENTO 1008 PISO 13 TORRE 2  ETAPA 2.,3
CARRERA 103  6-85  EDIFICIO MULTIFAMILIAR ANKARA  PROPIEDAD H. APARTAMENTO 1108 PISO 14 TORRE 2  ETAPA 2.,3
CALLE 50  99-74  BANYO CONJUNTO RESIDENCIAL. PROPIEDAD H. PARQUEADERO PRIVADO 19. PRIMER PISO,9
CALLE 50  99-74  BANYO CONJUNTO RESIDENCIAL. PROPIEDAD H. PARQUEADERO PRIVADO 20. PRIMER PISO,9
CALLE 50  99-74  BANYO CONJUNTO RESIDENCIAL. PROPIEDAD H. PARQUEADERO PRIVADO 21. PRIMER PISO,9
CALLE 50  99-74  BANYO CONJUNTO RESIDENCIAL. PROPIEDAD H. PARQUEADERO PRIVADO 22. PRIMER PISO,9
CALLE 50  99-74  BANYO CONJUNTO RESIDENCIAL. PROPIEDAD H. PARQUEADERO PRIVADO 23. PRIMER PISO,9
CALLE 50  99-74  BANYO CONJUNTO RESIDENCIAL. PROPIEDAD H. PARQUEADERO PRIVADO 24. PRIMER PISO,9
CALLE 50  99-74  BANYO CONJUNTO RESIDENCIAL. PROPIEDAD H. PARQUEADERO PRIVADO 25. PRIMER PISO,9
CALLE 50  99-74  BANYO CONJUNTO RESIDENCIAL. PROPIEDAD H. PARQUEADERO PRIVADO 26. PRIMER PISO,9
CALLE 50  99-74  BANYO CONJUNTO RESIDENCIAL. PROPIEDAD H. PARQUEADERO PRIVADO 27. PRIMER PISO,9
CALLE 50  99-74  BANYO CONJUNTO RESIDENCIAL. PROPIEDAD H. PARQUEADERO PRIVADO 28. PRIMER PISO,9
CALLE 50  99-74  BANYO CONJUNTO RESIDENCIAL. PROPIEDAD H. PARQUEADERO PRIVADO 29. PRIMER PISO,9
CALLE 50  99-74  BANYO CONJUNTO RESIDENCIAL. PROPIEDAD H. PARQUEADERO PRIVADO 30. PRIMER PISO,9
CALLE 50  99-74  BANYO CONJUNTO RESIDENCIAL. PROPIEDAD H. PARQUEADERO PRIVADO 31. PRIMER PISO,9
CALLE 50  99-74  BANYO CONJUNTO RESIDENCIAL. PROPIEDAD H. PARQUEADERO PRIVADO 32. PRIMER PISO,9
CALLE 50  99-74  BANYO CONJUNTO RESIDENCIAL. PROPIEDAD H. PARQUEADERO PRIVADO 33. PRIMER PISO,9
CALLE 50  99-74  BANYO CONJUNTO RESIDENCIAL. PROPIEDAD H. PARQUEADERO PRIVADO 34. PRIMER PISO,9
CALLE 50  99-74  BANYO CONJUNTO RESIDENCIAL. PROPIEDAD H. PARQUEADERO PRIVADO 35. PRIMER PISO,9
CALLE 50  99-74  BANYO CONJUNTO RESIDENCIAL. PROPIEDAD H. PARQUEADERO PRIVADO 36. PRIMER PISO,9
CALLE 50  99-74  BANYO CONJUNTO RESIDENCIAL. PROPIEDAD H. PARQUEADERO PRIVADO 37. PRIMER PISO,9
CALLE 50  99-74  BANYO CONJUNTO RESIDENCIAL. PROPIEDAD H. PARQUEADERO PRIVADO 38. PRIMER PISO,9
CALLE 50  99-74  BANYO CONJUNTO RESIDENCIAL. PROPIEDAD H. PARQUEADERO PRIVADO 39. PRIMER PISO,9
CALLE 50  99-74  BANYO CONJUNTO RESIDENCIAL. PROPIEDAD H. PARQUEADERO PRIVADO 40 PRIMER PISO,9
CALLE 50  99-74  BANYO CONJUNTO RESIDENCIAL. PROPIEDAD H. PARQUEADERO PRIVADO 41 PRIMER PISO,9
CALLE 50  99-74  BANYO CONJUNTO RESIDENCIAL. PROPIEDAD H. PARQUEADERO PRIVADO 42 PRIMER PISO,9
CALLE 50  99-74  BANYO CONJUNTO RESIDENCIAL. PROPIEDAD H. PARQUEADERO PRIVADO 43 PRIMER PISO,9
CALLE 50  99-74  BANYO CONJUNTO RESIDENCIAL. PROPIEDAD H. PARQUEADERO PRIVADO 44 PRIMER PISO,9
CALLE 50  99-74  BANYO CONJUNTO RESIDENCIAL. PROPIEDAD H. PARQUEADERO PRIVADO 45 PRIMER PISO,9
CALLE 50  99-74  BANYO CONJUNTO RESIDENCIAL. PROPIEDAD H. PARQUEADERO PRIVADO 46 PRIMER PISO,9
CALLE 50  99-74  BANYO CONJUNTO RESIDENCIAL. PROPIEDAD H. PARQUEADERO PRIVADO 47 PRIMER PISO,9
CALLE 50  99-74  BANYO CONJUNTO RESIDENCIAL. PROPIEDAD H. PARQUEADERO PRIVADO 48 PRIMER PISO,9
CALLE 50  99-74  BANYO CONJUNTO RESIDENCIAL. PROPIEDAD H. PARQUEADERO PRIVADO 49 PRIMER PISO,9
CALLE 50  99-74  BANYO CONJUNTO RESIDENCIAL. PROPIEDAD H. PARQUEADERO PRIVADO 50 PRIMER PISO,9
CALLE 50  99-74  BANYO CONJUNTO RESIDENCIAL. PROPIEDAD H. PARQUEADERO PRIVADO 51 PRIMER PISO,9
CALLE 50  99-74  BANYO CONJUNTO RESIDENCIAL. PROPIEDAD H. PARQUEADERO PRIVADO 52 PRIMER PISO,9
CALLE 50  99-74  BANYO CONJUNTO RESIDENCIAL. PROPIEDAD H. PARQUEADERO PRIVADO 53 PRIMER PISO,9
CALLE 50  99-74  BANYO CONJUNTO RESIDENCIAL. PROPIEDAD H. PARQUEADERO PRIVADO 54 PRIMER PISO,9
CALLE 50  99-74  BANYO CONJUNTO RESIDENCIAL. PROPIEDAD H. PARQUEADERO PRIVADO 55 PRIMER PISO,9
CALLE 50  99-74  BANYO CONJUNTO RESIDENCIAL. PROPIEDAD H. PARQUEADERO PRIVADO 56 PRIMER PISO,9
CALLE 50  99-74  BANYO CONJUNTO RESIDENCIAL. PROPIEDAD H. PARQUEADERO PRIVADO 57 PRIMER PISO,9
CALLE 50  99-74  BANYO CONJUNTO RESIDENCIAL. PROPIEDAD H. PARQUEADERO PRIVADO 58 PRIMER PISO,9
CALLE 50  99-74  BANYO CONJUNTO RESIDENCIAL. PROPIEDAD H. PARQUEADERO PRIVADO 59 PRIMER PISO,9
CALLE 50  99-74  BANYO CONJUNTO RESIDENCIAL. PROPIEDAD H. PARQUEADERO PRIVADO 60 PRIMER PISO,9
CALLE 50  99-74  BANYO CONJUNTO RESIDENCIAL. PROPIEDAD H. PARQUEADERO PRIVADO 61 PRIMER PISO,9
CALLE 50  99-74  BANYO CONJUNTO RESIDENCIAL. PROPIEDAD H. PARQUEADERO PRIVADO 82 PRIMER PISO,9
CALLE 50  99-74  BANYO CONJUNTO RESIDENCIAL. PROPIEDAD H. PARQUEADERO PRIVADO 83 PRIMER PISO,9
CARRERA 23B  -72B-41. ACTUAL NOMENCLATURA. LOTE Y CASA.,8
CALLE 18  13-21/23  KRAS 13 Y 13A BARRIO  BELALCAZAR,8
CARRERA 24-D  33-F-86  BARRIO EL RODEO,8
CARRERA 26 U  - 106-65 LOTE 10 MANZANA 158  URBANIZACION COMUNEROS III BARRIO MANUELA BELTRAN,8
AVENIDA 8  56 NORTE-194  EDIFICIO MIRADOR DE MENGA  P.H. APARTAMENTO 1-301 PISO 2 TORRE 1,10
AVENIDA 8  56 NORTE-194  EDIFICIO MIRADOR DE MENGA  P.H. APARTAMENTO 1-302 PISO 2 TORRE 1,10
AVENIDA 8  56 NORTE-194  EDIFICIO MIRADOR DE MENGA  P.H. APARTAMENTO 1-401 PISO 3 TORRE 1,10
AVENIDA 8  56 NORTE-194  EDIFICIO MIRADOR DE MENGA  P.H. APARTAMENTO 1-402 PISO 3 TORRE 1,10
AVENIDA 8  56 NORTE-194  EDIFICIO MIRADOR DE MENGA  P.H. APARTAMENTO 1-501 PISO 4 TORRE 1,10
AVENIDA 8  56 NORTE-194  EDIFICIO MIRADOR DE MENGA  P.H. APARTAMENTO 1-502 PISO 4 TORRE 1,10
AVENIDA 8  56 NORTE-194  EDIFICIO MIRADOR DE MENGA  P.H. APARTAMENTO 1-601 PISO 5 TORRE 1,10
AVENIDA 8  56 NORTE-194  EDIFICIO MIRADOR DE MENGA  P.H. APARTAMENTO 1-602 PISO 5 TORRE 1,10
AVENIDA 8  56 NORTE-194  EDIFICIO MIRADOR DE MENGA  P.H. APARTAMENTO 1-701 PISO 6 TORRE 1,10
AVENIDA 8  56 NORTE-194  EDIFICIO MIRADOR DE MENGA  P.H. APARTAMENTO 1-702 PISO 6 TORRE 1,10
AVENIDA 8  56 NORTE-194  EDIFICIO MIRADOR DE MENGA  P.H. APARTAMENTO 1-801 PISO 7 TORRE 1,10
AVENIDA 8  56 NORTE-194  EDIFICIO MIRADOR DE MENGA  P.H. APARTAMENTO 1-802 PISO 7 TORRE 1,10
AVENIDA 8  56 NORTE-194  EDIFICIO MIRADOR DE MENGA  P.H. APARTAMENTO 1-901 PISO 8 TORRE 1,10
AVENIDA 8  56 NORTE-194  EDIFICIO MIRADOR DE MENGA  P.H. APARTAMENTO 1-902 PISO 8 TORRE 1,10
AVENIDA 8  56 NORTE-194  EDIFICIO MIRADOR DE MENGA  P.H. APARTAMENTO 1-1001 DUPLEX PISOS 9 Y 10 TORRE 1,10
AVENIDA 8  56 NORTE-194  EDIFICIO MIRADOR DE MENGA  P.H. APARTAMENTO 1-1002 DUPLEX PISOS 9 Y 10 TORRE 1,10
AVENIDA 8  56 NORTE-194  EDIFICIO MIRADOR DE MENGA  P.H. APARTAMENTO 2-201 PISO 1 TORRE 2,10
AVENIDA 8  56 NORTE-194  EDIFICIO MIRADOR DE MENGA  P.H. APARTAMENTO 2-202 PISO 1 TORRE 2,10
AVENIDA 8  56 NORTE-194  EDIFICIO MIRADOR DE MENGA  P.H. APARTAMENTO 2-301 PISO 2 TORRE 2,10
AVENIDA 8  56 NORTE-194  EDIFICIO MIRADOR DE MENGA  P.H. APARTAMENTO 2-302 PISO 2 TORRE 2,10
CALLE 53  53-103 B/SALOMIA,8
AVENIDA 8  56 NORTE-194  EDIFICIO MIRADOR DE MENGA  P.H. APARTAMENTO 2-401 PISO 3 TORRE 2,10
AVENIDA 8  56 NORTE-194  EDIFICIO MIRADOR DE MENGA  P.H. APARTAMENTO 2-402 PISO 3 TORRE 2,10
AVENIDA 8  56 NORTE-194  EDIFICIO MIRADOR DE MENGA  P.H. APARTAMENTO 2-501 PISO 4 TORRE 2,10
AVENIDA 8  56 NORTE-194  EDIFICIO MIRADOR DE MENGA  P.H. APARTAMENTO 2-502 PISO 4 TORRE 2,10
AVENIDA 8  56 NORTE-194  EDIFICIO MIRADOR DE MENGA  P.H. APARTAMENTO 2-601 PISO 5 TORRE 2,10
AVENIDA 8  56 NORTE-194  EDIFICIO MIRADOR DE MENGA  P.H. APARTAMENTO 2-602 PISO 5 TORRE 2,10
AVENIDA 8  56 NORTE-194  EDIFICIO MIRADOR DE MENGA  P.H. APARTAMENTO 2-701 PISO 6 TORRE 2,10
AVENIDA 8  56 NORTE-194  EDIFICIO MIRADOR DE MENGA  P.H. APARTAMENTO 2-702 PISO 6 TORRE 2,10
AVENIDA 8  56 NORTE-194  EDIFICIO MIRADOR DE MENGA  P.H. APARTAMENTO 2-801 PISO 7 TORRE 2,10
AVENIDA 8  56 NORTE-194  EDIFICIO MIRADOR DE MENGA  P.H. APARTAMENTO 2-802 PISO 7 TORRE 2,10
AVENIDA 8  56 NORTE-194  EDIFICIO MIRADOR DE MENGA  P.H. APARTAMENTO 2-901 PISO 8 TORRE 2,10
AVENIDA 8  56 NORTE-194  EDIFICIO MIRADOR DE MENGA  P.H. APARTAMENTO 2-902 PISO 8 TORRE 2,10
AVENIDA 8  56 NORTE-194  EDIFICIO MIRADOR DE MENGA  P.H. APARTAMENTO 2-1001 DUPLEX PISO 9 Y 10 TORRE 2,10
AVENIDA 8  56 NORTE-194  EDIFICIO MIRADOR DE MENGA  P.H. APARTAMENTO 2-1002 DUPLEX PISO 9 Y 10 TORRE 2,10
AVENIDA 8  56 NORTE-194  EDIFICIO MIRADOR DE MENGA  P.H. APARTAMENTO 3-201 PISO 1 TORRE 3,10
AVENIDA 8  56 NORTE-194  EDIFICIO MIRADOR DE MENGA  P.H. APARTAMENTO 3-202 PISO 1 TORRE 3,10
AVENIDA 8  56 NORTE-194  EDIFICIO MIRADOR DE MENGA  P.H. APARTAMENTO 3-301 PISO 2 TORRE 3,10
AVENIDA 8  56 NORTE-194  EDIFICIO MIRADOR DE MENGA  P.H. APARTAMENTO 3-302 PISO 2 TORRE 3,10
AVENIDA 8  56 NORTE-194  EDIFICIO MIRADOR DE MENGA  P.H. APARTAMENTO 3-401 PISO 3 TORRE 3,10
AVENIDA 8  56 NORTE-194  EDIFICIO MIRADOR DE MENGA  P.H. APARTAMENTO 3-402 PISO 3 TORRE 3,10
CALLE 47 -1-D-1-20 URB. SALOMIA .ACTUAL,8
AVENIDA 8  56 NORTE-194  EDIFICIO MIRADOR DE MENGA  P.H. APARTAMENTO 3-501 PISO 4 TORRE 3,10
AVENIDA 8  56 NORTE-194  EDIFICIO MIRADOR DE MENGA  P.H. APARTAMENTO 3-502 PISO 4 TORRE 3,10
AVENIDA 8  56 NORTE-194  EDIFICIO MIRADOR DE MENGA  P.H. APARTAMENTO 3-601 PISO 5 TORRE 3,10
AVENIDA 8  56 NORTE-194  EDIFICIO MIRADOR DE MENGA  P.H. APARTAMENTO 3-602 PISO 5 TORRE 3,10
AVENIDA 8  56 NORTE-194  EDIFICIO MIRADOR DE MENGA  P.H. APARTAMENTO 3-701 PISO 6 TORRE 3,10
AVENIDA 8  56 NORTE-194  EDIFICIO MIRADOR DE MENGA  P.H. APARTAMENTO 3-702 PISO 6 TORRE 3,10
CARRERA 103  6-85  EDIFICIO MULTIFAMILIAR ANKARA  PROPIEDAD H. APARTAMENTO 1208 PISO 15 TORRE 2  ETAPA 2.,3
CARRERA 103  6-85  EDIFICIO MULTIFAMILIAR ANKARA  PROPIEDAD H. APARTAMENTO 1308 PISO 16 TORRE 2  ETAPA 2.,3
CARRERA 103  6-85  EDIFICIO MULTIFAMILIAR ANKARA  PROPIEDAD H. APARTAMENTO 1408 PISO 17 TORRE 2  ETAPA 2.,3
CARRERA 103  6-85  EDIFICIO MULTIFAMILIAR ANKARA  PROPIEDAD H. APARTAMENTO 1508 PISO 18 TORRE 2  ETAPA 2.,3
CARRERA 103  6-85  EDIFICIO MULTIFAMILIAR ANKARA  PROPIEDAD H. APARTAMENTO 1608 PISO 19 TORRE 2  ETAPA 2.,3
CARRERA 103  6-85  EDIFICIO MULTIFAMILIAR ANKARA  PROPIEDAD H. APARTAMENTO 1708 PISO 20 TORRE 2  ETAPA 2.,3
CARRERA 6  31-50  CALLES 31 Y 31A B/ EL PORVENIR,8
CARRERA 103  6-85  EDIFICIO MULTIFAMILIAR ANKARA  PROPIEDAD H. APARTAMENTO 109 PISO 4 TORRE 2  ETAPA 2.,3
CARRERA 103  6-85  EDIFICIO MULTIFAMILIAR ANKARA  PROPIEDAD H. APARTAMENTO 209 PISO 5 TORRE 2  ETAPA 2.,3
CARRERA 103  6-85  EDIFICIO MULTIFAMILIAR ANKARA  PROPIEDAD H. APARTAMENTO 309 PISO 6 TORRE 2  ETAPA 2.,3
CARRERA 103  6-85  EDIFICIO MULTIFAMILIAR ANKARA  PROPIEDAD H. APARTAMENTO 409 PISO 7 TORRE 2  ETAPA 2.,3
CARRERA 103  6-85  EDIFICIO MULTIFAMILIAR ANKARA  PROPIEDAD H. APARTAMENTO 509 PISO 8 TORRE 2  ETAPA 2.,3
CARRERA 103  6-85  EDIFICIO MULTIFAMILIAR ANKARA  PROPIEDAD H. APARTAMENTO 609 PISO 9 TORRE 2  ETAPA 2.,3
CARRERA 103  6-85  EDIFICIO MULTIFAMILIAR ANKARA  PROPIEDAD H. APARTAMENTO 709 PISO 10 TORRE 2  ETAPA 2.,3
CARRERA 103  6-85  EDIFICIO MULTIFAMILIAR ANKARA  PROPIEDAD H. APARTAMENTO 809 PISO 11 TORRE 2  ETAPA 2.,3
CARRERA 103  6-85  EDIFICIO MULTIFAMILIAR ANKARA  PROPIEDAD H. APARTAMENTO 909 PISO 12 TORRE 2  ETAPA 2.,3
CARRERA 103  6-85  EDIFICIO MULTIFAMILIAR ANKARA  PROPIEDAD H. APARTAMENTO 1009 PISO 13 TORRE 2  ETAPA 2.,3
OFICINA 618 EDIFICIO EDMOND ZACCOUR HOY EDIFICIO  EDMOND ZACCOUR  PROPIEDAD HORIZONTAL.-,8
CARRERA 103  6-85  EDIFICIO MULTIFAMILIAR ANKARA  PROPIEDAD H. APARTAMENTO 1109 PISO 14 TORRE 2  ETAPA 2.,3
CARRERA 103  6-85  EDIFICIO MULTIFAMILIAR ANKARA  PROPIEDAD H. APARTAMENTO 1209 PISO 15 TORRE 2  ETAPA 2.,3
CARRERA 103  6-85  EDIFICIO MULTIFAMILIAR ANKARA  PROPIEDAD H. APARTAMENTO 1309 PISO 16 TORRE 2  ETAPA 2.,3
CARRERA 103  6-85  EDIFICIO MULTIFAMILIAR ANKARA  PROPIEDAD H. APARTAMENTO 1409 PISO 17 TORRE 2  ETAPA 2.,3
CARRERA 103  6-85  EDIFICIO MULTIFAMILIAR ANKARA  PROPIEDAD H. APARTAMENTO 1509 PISO 18 TORRE 2  ETAPA 2.,3
CARRERA 103  6-85  EDIFICIO MULTIFAMILIAR ANKARA  PROPIEDAD H. APARTAMENTO 1609 PISO 19 TORRE 2  ETAPA 2.,3
CARRERA 103  6-85  EDIFICIO MULTIFAMILIAR ANKARA  PROPIEDAD H. APARTAMENTO 1709 PISO 20 TORRE 2  ETAPA 2.,3
CARRERA 103  6-85  EDIFICIO MULTIFAMILIAR ANKARA  PROPIEDAD H. APARTAMENTO 110 PISO 4 TORRE 2  ETAPA 2.,3
CARRERA 103  6-85  EDIFICIO MULTIFAMILIAR ANKARA  PROPIEDAD H. APARTAMENTO 210 PISO 5 TORRE 2  ETAPA 2.,3
CARRERA 103  6-85  EDIFICIO MULTIFAMILIAR ANKARA  PROPIEDAD H. APARTAMENTO 310 PISO 6 TORRE 2  ETAPA 2.,3
CARRERA 103  6-85  EDIFICIO MULTIFAMILIAR ANKARA  PROPIEDAD H. APARTAMENTO 410 PISO 7 TORRE 2  ETAPA 2.,3
CARRERA 103  6-85  EDIFICIO MULTIFAMILIAR ANKARA  PROPIEDAD H. APARTAMENTO 510 PISO 8 TORRE 2  ETAPA 2.,3
CARRERA 103  6-85  EDIFICIO MULTIFAMILIAR ANKARA  PROPIEDAD H. APARTAMENTO 610 PISO 9 TORRE 2  ETAPA 2.,3
CARRERA 103  6-85  EDIFICIO MULTIFAMILIAR ANKARA  PROPIEDAD H. APARTAMENTO 710 PISO 10 TORRE 2  ETAPA 2.,3
CARRERA 103  6-85  EDIFICIO MULTIFAMILIAR ANKARA  PROPIEDAD H. APARTAMENTO 810 PISO 11 TORRE 2  ETAPA 2.,3
CARRERA 103  6-85  EDIFICIO MULTIFAMILIAR ANKARA  PROPIEDAD H. APARTAMENTO 910 PISO 12 TORRE 2  ETAPA 2.,3
CARRERA 103  6-85  EDIFICIO MULTIFAMILIAR ANKARA  PROPIEDAD H. APARTAMENTO 1010 PISO 13 TORRE 2  ETAPA 2.,3
CARRERA 103  6-85  EDIFICIO MULTIFAMILIAR ANKARA  PROPIEDAD H. APARTAMENTO 1110 PISO 14 TORRE 2  ETAPA 2.,3
CARRERA 103  6-85  EDIFICIO MULTIFAMILIAR ANKARA  PROPIEDAD H. APARTAMENTO 1210 PISO 15 TORRE 2  ETAPA 2.,3
CARRERA 103  6-85  EDIFICIO MULTIFAMILIAR ANKARA  PROPIEDAD H. APARTAMENTO 1310 PISO 16 TORRE 2  ETAPA 2.,3
CARRERA 26 D  -56 B -31  BARRIO NUEVA FLORESTA,8
CARRERA 103  6-85  EDIFICIO MULTIFAMILIAR ANKARA  PROPIEDAD H. APARTAMENTO 1410 PISO 17 TORRE 2  ETAPA 2.,3
CARRERA 103  6-85  EDIFICIO MULTIFAMILIAR ANKARA  PROPIEDAD H. APARTAMENTO 1510 PISO 18 TORRE 2  ETAPA 2.,3
CARRERA 103  6-85  EDIFICIO MULTIFAMILIAR ANKARA  PROPIEDAD H. APARTAMENTO 1610 PISO 19 TORRE 2  ETAPA 2.,3
CARRERA 103  6-85  EDIFICIO MULTIFAMILIAR ANKARA  PROPIEDAD H. APARTAMENTO 1710 PISO 20 TORRE 2  ETAPA 2.,3
CARRERA 103  6-85  EDIFICIO MULTIFAMILIAR ANKARA  PROPIEDAD H. APARTAMENTO 111 PISO 4 TORRE 2  ETAPA 2.,3
CALLE 50  99-74  BANYO CONJUNTO RESIDENCIAL. PROPIEDAD H. PARQUEADERO PRIVADO 84 PRIMER PISO,9
CALLE 50  99-74  BANYO CONJUNTO RESIDENCIAL. PROPIEDAD H. PARQUEADERO PRIVADO 85 PRIMER PISO,9
CALLE 50  99-74  BANYO CONJUNTO RESIDENCIAL. PROPIEDAD H. PARQUEADERO PRIVADO 104 PRIMER PISO,9
LOTE Y CASA 13  MZ. 52  ZONA A B/ UNION DE VIVIENDA POPULAR,8
CALLE 50  99-74  BANYO CONJUNTO RESIDENCIAL. PROPIEDAD H. PARQUEADERO PRIVADO 105 PRIMER PISO,9
CALLE 50  99-74  BANYO CONJUNTO RESIDENCIAL. PROPIEDAD H. PARQUEADERO PRIVADO 106 PRIMER PISO,9
CALLE 50  99-74  BANYO CONJUNTO RESIDENCIAL. PROPIEDAD H. PARQUEADERO PRIVADO 107 PRIMER PISO,9
CALLE 50  99-74  BANYO CONJUNTO RESIDENCIAL. PROPIEDAD H. PARQUEADERO PRIVADO 117 SOTANO.,9
CALLE 50  99-74  BANYO CONJUNTO RESIDENCIAL. PROPIEDAD H. PARQUEADERO PRIVADO 118 SOTANO.,9
CALLE 50  99-74  BANYO CONJUNTO RESIDENCIAL. PROPIEDAD H. PARQUEADERO PRIVADO 119 SOTANO.,9
CALLE 50  99-74  BANYO CONJUNTO RESIDENCIAL. PROPIEDAD H. PARQUEADERO PRIVADO 120 SOTANO.,9
